hole_high,hole_low,suited,pocket_pair,street,num_opponents,hand_class,normalized_strength,win_pct,tie_pct,loss_pct
13,6,0,0,3,4,8,0.5209,36.2,4.6,59.2
3,2,0,0,0,5,0,0.0,7.4,1.8,90.8
12,6,0,0,3,2,9,0.0335,32.0,9.4,58.6
7,2,0,0,4,4,8,0.2432,0.8,1.0,98.2
14,2,1,0,0,8,0,0.0,15.2,3.0,81.8
13,2,0,0,4,3,9,0.0667,9.0,2.0,89.0
11,2,0,0,5,5,9,0.162,0.0,0.0,100.0
12,8,0,0,5,6,7,0.6308,69.6,2.0,28.4
7,2,1,0,5,3,8,0.3719,0.0,0.0,100.0
12,3,1,0,4,1,9,0.0988,25.4,4.2,70.4
14,11,1,0,3,2,9,0.1258,28.0,2.2,69.8
9,5,0,0,0,3,0,0.0,20.8,3.8,75.4
12,3,1,0,4,1,8,0.4823,64.2,1.2,34.6
10,9,1,0,0,5,0,0.0,22.4,1.6,76.0
11,7,1,0,3,6,6,0.7545,52.0,9.6,38.4
7,2,0,0,4,1,7,0.5708,70.4,1.6,28.0
9,5,0,0,4,4,7,0.5902,48.4,1.4,50.2
7,4,0,0,4,8,9,0.0563,1.4,0.2,98.4
12,3,0,0,3,6,9,0.0409,2.6,1.0,96.4
8,4,1,0,4,1,8,0.5347,17.8,5.6,76.6
12,4,0,0,0,3,0,0.0,23.6,2.8,73.6
6,4,1,0,4,8,6,0.7113,45.8,13.4,40.8
12,6,0,0,3,1,9,0.0897,39.8,2.4,57.8
13,9,1,0,0,7,0,0.0,18.8,2.4,78.8
5,4,1,0,4,3,7,0.5619,32.0,1.6,66.4
13,11,0,0,4,7,9,0.1029,1.6,0.0,98.4
14,5,1,0,4,3,9,0.135,35.8,0.6,63.6
14,8,0,0,3,5,7,0.6616,62.4,3.0,34.6
3,3,0,1,0,3,0,0.0,23.4,1.2,75.4
5,3,1,0,0,8,0,0.0,10.6,1.6,87.8
13,10,0,0,3,3,9,0.0752,19.2,0.4,80.4
8,5,0,0,3,1,9,0.0817,23.0,5.0,72.0
7,6,0,0,3,2,9,0.1513,7.8,3.0,89.2
9,3,0,0,0,7,0,0.0,7.4,1.0,91.6
12,10,0,0,4,3,8,0.494,41.0,6.0,53.0
7,3,1,0,3,1,8,0.2028,53.4,2.8,43.8
12,3,0,0,4,1,9,0.0947,23.6,4.0,72.4
5,2,0,0,4,8,9,0.0519,0.0,0.0,100.0
8,2,1,0,0,7,0,0.0,8.0,2.6,89.4
7,3,0,0,4,5,7,0.5681,3.2,5.4,91.4
11,5,0,0,0,8,0,0.0,7.8,3.2,89.0
14,13,0,0,0,4,0,0.0,30.2,1.2,68.6
12,3,1,0,3,4,8,0.2144,22.6,0.6,76.8
13,5,0,0,0,7,0,0.0,8.2,2.8,89.0
9,3,0,0,5,6,8,0.1823,0.0,0.0,100.0
9,3,0,0,4,1,8,0.4555,18.8,8.2,73.0
12,8,0,0,0,3,0,0.0,26.0,2.6,71.4
5,5,0,1,3,8,8,0.2649,6.8,1.4,91.8
12,6,0,0,0,5,0,0.0,12.6,2.2,85.2
7,2,0,0,0,3,0,0.0,12.2,2.6,85.2
10,2,1,0,3,7,9,0.0582,2.2,3.0,94.8
4,2,0,0,0,3,0,0.0,12.4,2.4,85.2
13,8,1,0,4,8,8,0.3096,1.4,0.4,98.2
14,8,0,0,3,4,8,0.3451,10.0,5.8,84.2
11,3,1,0,0,6,0,0.0,11.0,1.4,87.6
9,3,0,0,0,5,0,0.0,10.0,3.2,86.8
8,4,0,0,5,4,9,0.0289,0.0,0.0,100.0
7,3,0,0,0,7,0,0.0,5.2,2.6,92.2
11,11,0,1,0,2,0,0.0,60.2,1.0,38.8
11,6,0,0,3,2,9,0.0592,13.8,4.8,81.4
14,7,0,0,5,5,9,0.1264,0.2,0.0,99.8
7,4,0,0,4,7,5,0.7846,74.6,12.2,13.2
11,6,0,0,4,6,8,0.376,0.4,1.4,98.2
12,2,0,0,3,3,9,0.0411,7.2,3.0,89.8
10,3,1,0,3,7,8,0.5324,3.8,2.0,94.2
14,2,0,0,5,4,8,0.5523,43.8,2.4,53.8
9,7,0,0,0,3,0,0.0,25.4,3.8,70.8
5,2,0,0,3,4,9,0.1071,15.4,3.2,81.4
8,3,0,0,0,2,0,0.0,20.6,3.2,76.2
7,6,0,0,5,3,4,0.7997,46.8,0.0,53.2
14,3,0,0,0,2,0,0.0,33.8,4.0,62.2
8,5,0,0,4,7,9,0.1317,0.0,0.0,100.0
3,2,1,0,0,8,0,0.0,9.8,0.8,89.4
8,6,0,0,4,6,7,0.5835,28.4,1.0,70.6
7,6,0,0,4,1,8,0.5142,12.0,13.6,74.4
9,8,0,0,3,2,9,0.1002,19.2,8.0,72.8
14,10,0,0,3,1,9,0.1169,41.2,3.2,55.6
13,5,1,0,3,4,9,0.0775,4.2,2.8,93.0
14,2,0,0,5,5,8,0.3135,1.0,0.0,99.0
5,2,0,0,5,1,8,0.1979,41.0,3.8,55.2
7,6,0,0,4,2,8,0.3799,16.8,0.6,82.6
14,12,0,0,3,2,8,0.4925,71.0,1.0,28.0
5,4,0,0,0,3,0,0.0,17.4,2.4,80.2
13,12,0,0,3,4,9,0.0945,15.4,1.0,83.6
7,5,0,0,4,2,9,0.1631,2.8,2.6,94.6
14,12,0,0,0,4,0,0.0,32.8,1.0,66.2
11,5,1,0,0,8,0,0.0,8.8,5.2,86.0
14,10,0,0,0,3,0,0.0,29.6,3.6,66.8
7,3,0,0,3,3,8,0.2107,23.0,3.4,73.6
10,2,0,0,4,2,8,0.1817,22.0,0.6,77.4
10,4,0,0,3,3,9,0.1197,10.8,1.0,88.2
12,11,0,0,5,3,8,0.5173,5.8,0.0,94.2
13,7,0,0,4,1,8,0.3177,43.4,10.2,46.4
13,8,1,0,3,7,9,0.0852,2.0,3.4,94.6
13,8,0,0,3,1,9,0.0816,40.4,2.2,57.4
11,9,0,0,5,2,8,0.4573,48.4,1.6,50.0
3,2,0,0,3,6,9,0.0355,0.8,0.0,99.2
5,3,0,0,0,1,0,0.0,31.8,7.4,60.8
12,4,0,0,3,8,8,0.4904,12.0,4.8,83.2
13,4,0,0,3,7,9,0.0969,2.8,2.4,94.8
5,4,0,0,0,7,0,0.0,10.0,2.2,87.8
7,2,0,0,0,8,0,0.0,4.8,1.8,93.4
10,9,0,0,0,3,0,0.0,26.2,3.2,70.6
13,9,0,0,3,2,8,0.5204,62.2,3.2,34.6
7,3,0,0,3,4,9,0.1119,6.8,1.8,91.4
12,11,0,0,0,1,0,0.0,57.8,2.8,39.4
14,12,0,0,5,8,9,0.1376,0.0,0.0,100.0
13,8,0,0,3,5,8,0.3646,41.8,1.2,57.0
11,2,0,0,3,5,8,0.446,17.8,5.2,77.0
10,2,0,0,3,2,9,0.0706,10.4,3.4,86.2
11,7,0,0,4,3,8,0.3338,35.6,0.8,63.6
13,7,0,0,5,1,8,0.5231,77.4,0.2,22.4
12,10,0,0,5,2,5,0.7854,70.8,20.8,8.4
13,8,0,0,4,1,8,0.5244,73.8,4.2,22.0
14,9,0,0,5,6,9,0.1651,0.0,0.0,100.0
14,13,1,0,5,1,7,0.6589,84.8,1.4,13.8
9,4,0,0,3,1,6,0.7376,91.2,2.6,6.2
13,9,0,0,0,5,0,0.0,20.2,2.0,77.8
10,2,0,0,3,5,8,0.2053,4.0,3.6,92.4
10,3,1,0,5,4,7,0.6,22.4,10.0,67.6
14,6,1,0,5,2,9,0.1593,3.0,0.6,96.4
12,10,0,0,5,7,9,0.06,0.0,0.0,100.0
12,12,0,1,0,6,0,0.0,34.2,1.0,64.8
14,6,0,0,3,6,8,0.5335,34.0,5.0,61.0
8,6,1,0,0,5,0,0.0,16.6,3.2,80.2
4,2,0,0,5,7,8,0.2339,0.0,0.0,100.0
10,3,0,0,0,3,0,0.0,15.6,3.2,81.2
10,6,0,0,5,7,8,0.3332,0.0,0.0,100.0
12,4,0,0,4,5,7,0.625,53.0,3.6,43.4
14,8,0,0,3,5,8,0.528,35.8,3.6,60.6
13,4,1,0,3,8,9,0.1005,7.2,1.6,91.2
14,7,0,0,0,3,0,0.0,24.6,3.2,72.2
12,7,1,0,5,8,6,0.7645,1.2,0.0,98.8
11,2,0,0,4,2,9,0.1648,13.6,4.2,82.2
14,3,0,0,3,4,9,0.1674,5.8,3.0,91.2
5,4,0,0,5,8,8,0.2375,0.0,0.0,100.0
9,7,1,0,3,4,8,0.3321,27.0,4.2,68.8
14,10,0,0,4,3,8,0.4337,35.4,1.0,63.6
13,10,0,0,4,1,8,0.4267,76.4,0.2,23.4
9,8,0,0,0,3,0,0.0,25.4,2.4,72.2
5,4,1,0,5,8,5,0.7844,74.0,4.6,21.4
9,3,1,0,5,2,9,0.0998,1.8,0.6,97.6
9,3,0,0,4,4,8,0.554,1.6,7.0,91.4
6,2,0,0,3,6,6,0.6699,55.6,8.6,35.8
10,9,0,0,5,5,5,0.785,95.0,5.0,0.0
11,8,0,0,0,2,0,0.0,35.2,2.6,62.2
6,5,0,0,3,8,8,0.2921,3.4,1.0,95.6
12,12,0,1,3,4,8,0.4725,30.8,1.8,67.4
6,3,0,0,3,3,6,0.7087,76.0,5.4,18.6
10,8,1,0,3,3,8,0.4105,44.6,3.4,52.0
12,5,0,0,3,4,9,0.0334,12.6,7.0,80.4
12,10,0,0,0,1,0,0.0,54.0,2.0,44.0
13,7,0,0,5,1,8,0.4585,29.8,8.4,61.8
4,4,0,1,0,7,0,0.0,12.6,1.0,86.4
9,5,1,0,0,6,0,0.0,10.4,2.6,87.0
14,13,0,0,3,2,9,0.1671,27.8,2.0,70.2
11,3,0,0,0,3,0,0.0,13.8,3.8,82.4
7,4,1,0,4,3,6,0.697,7.4,6.2,86.4
7,2,0,0,3,2,8,0.3444,37.6,5.4,57.0
7,5,1,0,0,1,0,0.0,42.0,3.8,54.2
13,3,0,0,5,3,8,0.2521,1.8,2.8,95.4
13,12,0,0,5,3,8,0.2521,4.8,0.2,95.0
5,3,0,0,0,4,0,0.0,12.0,3.8,84.2
13,9,0,0,5,4,9,0.171,1.6,0.2,98.2
7,3,0,0,0,2,0,0.0,21.0,2.4,76.6
10,6,1,0,4,7,6,0.6815,2.8,4.4,92.8
9,6,0,0,4,3,7,0.5954,26.4,9.4,64.2
13,10,1,0,4,6,8,0.5222,28.4,1.2,70.4
12,6,0,0,0,3,0,0.0,22.8,3.4,73.8
11,5,0,0,3,6,8,0.5366,5.4,1.8,92.8
9,4,1,0,3,6,9,0.1126,5.6,0.6,93.8
14,7,0,0,3,6,9,0.1533,6.8,1.4,91.8
12,11,1,0,3,8,8,0.3344,7.8,2.0,90.2
11,10,0,0,5,1,8,0.2274,24.0,0.4,75.6
10,9,0,0,3,6,9,0.0495,15.6,2.2,82.2
5,4,0,0,4,6,9,0.0998,0.0,3.2,96.8
11,6,1,0,3,2,9,0.0599,24.6,4.6,70.8
9,5,0,0,3,7,9,0.1395,0.8,0.2,99.0
13,4,1,0,0,8,0,0.0,13.4,3.4,83.2
8,8,0,1,5,8,7,0.5769,2.0,0.2,97.8
12,8,0,0,4,8,8,0.2517,0.2,0.8,99.0
11,5,0,0,3,8,7,0.6492,9.0,10.4,80.6
13,9,0,0,3,6,7,0.5925,24.2,4.8,71.0
9,8,1,0,4,4,8,0.2935,26.0,0.8,73.2
13,11,0,0,5,2,8,0.3184,15.6,11.8,72.6
13,9,1,0,5,8,2,0.9969,100.0,0.0,0.0
11,6,0,0,3,5,9,0.0824,4.6,2.6,92.8
8,4,0,0,4,8,3,0.9607,92.8,4.2,3.0
10,8,0,0,3,7,8,0.3381,4.0,2.0,94.0
12,4,0,0,3,8,9,0.0339,2.6,1.4,96.0
14,8,0,0,5,2,8,0.5527,70.0,1.0,29.0
14,2,0,0,3,3,8,0.5251,51.8,7.8,40.4
5,3,0,0,3,2,8,0.2229,42.2,7.4,50.4
14,5,0,0,4,6,8,0.5217,3.2,5.0,91.8
13,11,0,0,4,4,8,0.4578,42.8,1.4,55.8
10,9,0,0,3,3,8,0.3297,18.8,4.8,76.4
11,8,1,0,5,3,9,0.0572,0.4,0.0,99.6
5,4,0,0,5,2,9,0.0327,0.0,0.0,100.0
7,7,0,1,3,1,8,0.3472,66.8,0.2,33.0
3,2,0,0,5,4,8,0.2003,1.0,0.8,98.2
11,8,0,0,4,6,8,0.4547,20.4,1.2,78.4
8,5,1,0,0,1,0,0.0,39.8,5.0,55.2
8,5,0,0,3,5,9,0.1174,2.0,1.6,96.4
9,7,0,0,4,7,8,0.3334,6.0,1.6,92.4
11,6,0,0,3,4,9,0.0836,7.0,1.8,91.2
12,9,0,0,0,7,0,0.0,15.4,2.2,82.4
14,13,0,0,4,7,9,0.1709,21.4,0.8,77.8
6,3,1,0,0,8,0,0.0,9.8,2.0,88.2
4,2,0,0,3,2,9,0.0212,6.8,1.4,91.8
7,5,1,0,5,4,4,0.8766,93.0,0.0,7.0
14,2,0,0,3,1,9,0.1273,39.8,3.6,56.6
12,6,1,0,4,6,9,0.0481,4.2,0.0,95.8
14,14,0,1,5,6,6,0.7841,17.0,0.0,83.0
10,9,0,0,4,1,8,0.4322,69.0,2.0,29.0
6,5,1,0,5,1,4,0.8759,94.8,0.0,5.2
10,2,0,0,3,5,9,0.0574,2.4,1.2,96.4
14,12,0,0,3,6,8,0.489,44.6,2.2,53.2
10,3,0,0,5,4,8,0.2743,0.0,0.0,100.0
14,10,1,0,4,7,8,0.5517,37.6,5.2,57.2
14,10,0,0,5,4,7,0.6648,35.4,0.8,63.8
4,2,1,0,4,3,8,0.1985,32.8,1.8,65.4
13,3,0,0,4,4,8,0.23,8.4,1.4,90.2
9,6,1,0,4,7,7,0.6073,2.0,5.2,92.8
8,7,0,0,3,7,9,0.0745,2.4,0.2,97.4
13,12,1,0,3,1,9,0.0907,42.6,1.8,55.6
14,3,0,0,5,7,8,0.4938,0.0,0.2,99.8
10,9,0,0,4,3,6,0.7349,84.6,2.8,12.6
14,10,0,0,5,7,8,0.5517,35.6,2.8,61.6
13,5,0,0,5,7,8,0.3475,0.2,0.0,99.8
14,12,1,0,5,6,4,0.9282,99.4,0.0,0.6
4,2,0,0,5,6,8,0.1756,0.0,0.0,100.0
8,2,0,0,3,5,9,0.0919,1.0,1.2,97.8
9,5,0,0,3,4,9,0.0378,5.8,1.2,93.0
8,7,1,0,3,1,9,0.1189,59.6,3.6,36.8
4,3,0,0,3,5,5,0.7844,65.2,12.2,22.6
3,2,0,0,3,1,9,0.0504,10.0,5.2,84.8
4,3,0,0,5,8,8,0.5048,0.0,0.0,100.0
11,10,0,0,4,3,9,0.0608,22.8,0.6,76.6
10,8,0,0,0,5,0,0.0,13.4,2.8,83.8
13,2,0,0,4,7,8,0.5127,19.4,6.6,74.0
13,3,0,0,0,7,0,0.0,9.2,3.2,87.6
8,7,1,0,4,1,8,0.2432,14.4,7.6,78.0
11,7,0,0,3,7,9,0.0562,1.8,3.0,95.2
9,6,0,0,5,1,6,0.7612,20.0,0.6,79.4
12,10,1,0,4,5,8,0.4346,18.6,1.2,80.2
14,4,1,0,0,7,0,0.0,14.4,4.4,81.2
5,2,0,0,4,7,8,0.1784,2.8,0.2,97.0
14,3,0,0,4,5,8,0.5521,34.6,9.6,55.8
9,8,0,0,4,3,8,0.4733,25.6,0.4,74.0
11,3,0,0,0,1,0,0.0,43.4,3.8,52.8
12,4,0,0,5,2,8,0.2871,7.6,2.4,90.0
9,3,1,0,4,2,7,0.5791,45.2,5.2,49.6
10,6,0,0,3,8,8,0.344,3.2,2.0,94.8
11,3,1,0,5,6,8,0.4067,0.2,0.0,99.8
14,2,0,0,5,5,7,0.6529,20.8,0.6,78.6
10,7,1,0,0,1,0,0.0,46.8,3.4,49.8
11,7,0,0,0,7,0,0.0,10.8,2.8,86.4
11,6,1,0,4,2,9,0.0536,10.2,0.2,89.6
11,7,0,0,3,5,8,0.4522,9.4,4.0,86.6
6,4,0,0,0,1,0,0.0,36.2,5.6,58.2
13,4,0,0,3,4,9,0.0694,7.0,4.6,88.4
4,3,0,0,4,2,5,0.7845,90.6,3.6,5.8
13,7,0,0,3,1,8,0.3676,48.8,8.2,43.0
14,4,0,0,0,7,0,0.0,10.2,3.8,86.0
11,9,0,0,0,3,0,0.0,23.4,2.4,74.2
4,3,0,0,0,4,0,0.0,12.8,2.4,84.8
4,3,0,0,4,6,9,0.0552,0.0,0.0,100.0
8,2,0,0,5,6,9,0.1433,0.0,0.0,100.0
9,5,0,0,4,7,7,0.5748,2.6,2.6,94.8
13,6,0,0,0,3,0,0.0,24.6,3.6,71.8
3,3,0,1,4,7,8,0.2146,4.2,0.0,95.8
10,5,0,0,4,6,7,0.6217,1.0,4.6,94.4
12,7,0,0,3,4,8,0.3299,31.4,2.0,66.6
7,4,0,0,0,1,0,0.0,34.0,5.8,60.2
7,3,1,0,3,2,8,0.2826,11.8,8.4,79.8
14,5,0,0,5,1,8,0.4318,35.4,5.2,59.4
9,8,1,0,5,2,9,0.1565,1.4,0.0,98.6
13,7,0,0,5,8,8,0.5221,7.0,3.6,89.4
6,3,0,0,4,1,8,0.2192,47.6,2.6,49.8
14,8,1,0,0,2,0,0.0,40.0,4.2,55.8
10,5,0,0,5,2,3,0.9627,74.0,7.4,18.6
11,5,0,0,4,5,9,0.0288,2.8,0.0,97.2
10,2,0,0,4,7,9,0.1049,5.4,8.4,86.2
13,2,0,0,5,6,9,0.0848,0.0,0.0,100.0
11,9,0,0,0,4,0,0.0,24.2,1.6,74.2
12,5,0,0,0,6,0,0.0,10.2,3.4,86.4
14,4,0,0,0,3,0,0.0,24.4,3.8,71.8
9,7,0,0,4,4,9,0.0399,2.8,0.2,97.0
11,3,0,0,4,2,8,0.4428,47.2,3.0,49.8
2,2,0,1,5,4,7,0.5859,2.8,0.0,97.2
7,5,0,0,0,8,0,0.0,7.4,3.0,89.6
11,8,0,0,4,2,8,0.4523,46.6,3.2,50.2
9,2,0,0,3,7,9,0.0549,0.8,0.8,98.4
13,9,0,0,3,7,9,0.0753,8.4,0.4,91.2
7,4,0,0,5,7,8,0.2487,0.2,0.0,99.8
8,2,0,0,4,4,9,0.1534,0.2,5.0,94.8
13,3,0,0,0,1,0,0.0,44.6,5.4,50.0
14,8,0,0,0,4,0,0.0,22.6,2.8,74.6
12,2,1,0,3,1,9,0.141,41.2,6.2,52.6
10,3,0,0,0,5,0,0.0,10.0,2.8,87.2
11,2,0,0,0,5,0,0.0,10.2,2.8,87.0
2,2,0,1,4,1,8,0.1907,44.8,0.2,55.0
13,5,0,0,0,2,0,0.0,28.6,3.8,67.6
13,6,0,0,3,1,9,0.0742,35.8,3.0,61.2
6,2,0,0,5,7,7,0.6218,1.2,0.4,98.4
11,9,1,0,5,6,8,0.3049,0.0,0.0,100.0
10,5,0,0,0,8,0,0.0,6.8,3.6,89.6
4,3,1,0,0,2,0,0.0,26.0,2.6,71.4
5,4,0,0,4,3,8,0.3653,10.0,2.8,87.2
5,2,1,0,5,7,8,0.2683,0.0,0.0,100.0
13,3,0,0,3,6,9,0.1572,2.6,3.0,94.4
13,4,0,0,3,2,9,0.0799,12.6,3.4,84.0
12,8,1,0,3,4,9,0.1429,8.0,1.6,90.4
7,5,0,0,0,7,0,0.0,8.6,2.2,89.2
14,13,0,0,5,6,7,0.669,74.0,2.2,23.8
8,5,0,0,0,5,0,0.0,10.8,3.6,85.6
9,3,1,0,0,7,0,0.0,10.2,2.4,87.4
7,4,0,0,0,7,0,0.0,9.2,2.0,88.8
14,13,0,0,3,1,8,0.5528,86.4,0.6,13.0
11,2,0,0,5,4,7,0.6529,7.6,3.2,89.2
9,5,1,0,4,1,8,0.3809,71.0,1.0,28.0
10,2,0,0,3,8,8,0.5448,2.0,2.0,96.0
5,3,0,0,3,3,8,0.2092,20.4,4.2,75.4
13,12,0,0,0,7,0,0.0,18.2,1.6,80.2
5,4,0,0,3,8,9,0.0354,3.8,0.4,95.8
7,6,0,0,4,7,9,0.0679,0.2,0.0,99.8
11,4,0,0,4,1,8,0.2754,31.2,9.4,59.4
9,5,1,0,4,3,4,0.924,89.6,0.0,10.4
8,6,0,0,3,2,9,0.0017,18.0,0.0,82.0
13,4,0,0,5,7,8,0.3104,0.0,0.0,100.0
13,10,0,0,5,6,8,0.3181,0.6,0.0,99.4
14,7,0,0,0,1,0,0.0,57.2,3.2,39.6
10,10,0,1,0,1,0,0.0,75.6,0.4,24.0
5,3,0,0,0,1,0,0.0,32.4,4.8,62.8
9,3,1,0,5,8,9,0.1556,0.0,0.0,100.0
13,7,1,0,0,4,0,0.0,25.4,3.4,71.2
14,12,0,0,4,8,8,0.4886,21.8,1.6,76.6
10,7,0,0,3,1,8,0.3294,66.0,1.6,32.4
10,8,0,0,3,5,9,0.1317,7.8,2.8,89.4
7,6,0,0,0,3,0,0.0,23.0,3.0,74.0
9,2,1,0,0,7,0,0.0,12.4,3.0,84.6
9,4,0,0,0,6,0,0.0,7.4,3.0,89.6
11,6,0,0,4,4,8,0.4389,40.6,3.2,56.2
6,6,0,1,3,4,8,0.297,23.8,0.6,75.6
7,5,0,0,4,3,8,0.3293,20.2,3.2,76.6
8,5,0,0,5,8,9,0.143,0.0,0.0,100.0
13,7,1,0,0,7,0,0.0,14.6,2.0,83.4
8,5,0,0,5,3,8,0.5139,0.0,0.0,100.0
9,2,1,0,3,8,8,0.4024,6.6,1.2,92.2
14,12,1,0,4,8,8,0.4644,12.4,0.6,87.0
12,12,0,1,4,4,7,0.6265,34.4,0.4,65.2
6,3,1,0,3,4,8,0.3033,16.8,2.4,80.8
8,6,0,0,4,2,8,0.3179,35.8,3.0,61.2
12,3,0,0,3,5,9,0.1435,4.0,2.4,93.6
7,3,0,0,5,4,8,0.4733,0.0,0.0,100.0
9,3,1,0,4,6,9,0.015,0.6,0.0,99.4
14,12,0,0,3,7,8,0.4909,27.0,1.4,71.6
11,11,0,1,0,6,0,0.0,30.0,0.2,69.8
6,3,0,0,4,6,8,0.1723,6.0,0.2,93.8
6,4,0,0,5,7,5,0.7845,31.2,61.2,7.6
10,9,0,0,3,4,9,0.0484,11.4,0.8,87.8
6,3,1,0,4,2,7,0.5984,25.2,6.6,68.2
14,11,1,0,3,5,8,0.4601,44.8,1.8,53.4
7,4,1,0,4,5,9,0.1261,16.2,0.6,83.2
13,4,1,0,5,2,9,0.16,8.0,2.0,90.0
12,9,0,0,3,3,9,0.0572,43.6,2.0,54.4
13,9,0,0,4,3,7,0.6461,84.2,1.0,14.8
10,9,1,0,0,1,0,0.0,54.0,4.2,41.8
12,6,1,0,3,2,8,0.4665,45.4,4.0,50.6
13,12,0,0,3,3,8,0.3987,18.2,2.6,79.2
12,10,0,0,5,4,7,0.585,2.6,2.8,94.6
11,7,0,0,3,5,9,0.056,4.4,2.0,93.6
9,6,0,0,0,3,0,0.0,20.0,4.0,76.0
8,6,1,0,3,4,9,0.036,5.2,0.4,94.4
6,3,0,0,3,8,9,0.0507,3.0,0.4,96.6
14,6,0,0,0,6,0,0.0,11.6,3.0,85.4
12,2,0,0,0,6,0,0.0,10.0,2.6,87.4
11,2,1,0,0,5,0,0.0,13.2,1.8,85.0
14,6,0,0,4,6,8,0.3164,7.8,0.2,92.0
7,5,0,0,4,5,8,0.3293,11.0,1.4,87.6
14,5,0,0,4,1,8,0.2846,65.6,1.8,32.6
11,6,1,0,0,8,0,0.0,12.4,2.6,85.0
9,8,0,0,0,8,0,0.0,9.6,2.0,88.4
14,8,0,0,3,4,9,0.1526,10.2,1.6,88.2
5,5,0,1,4,3,8,0.275,14.2,0.0,85.8
11,9,0,0,5,8,8,0.4938,0.0,0.0,100.0
8,5,0,0,0,3,0,0.0,18.2,2.8,79.0
6,3,0,0,0,4,0,0.0,8.8,2.2,89.0
11,4,1,0,5,3,8,0.4514,20.0,3.8,76.2
11,4,0,0,0,8,0,0.0,4.4,3.2,92.4
11,5,0,0,4,5,8,0.2696,10.2,0.6,89.2
13,6,1,0,4,3,8,0.3073,46.8,1.2,52.0
7,3,0,0,3,8,8,0.3191,10.4,2.6,87.0
14,9,1,0,4,5,9,0.1139,27.6,0.6,71.8
8,4,0,0,5,4,8,0.2569,1.8,1.2,97.0
8,2,1,0,5,5,6,0.6752,66.6,9.0,24.4
14,10,0,0,0,8,0,0.0,15.6,2.2,82.2
5,5,0,1,5,8,7,0.6412,3.4,0.0,96.6
7,4,0,0,5,4,4,0.9302,23.4,0.0,76.6
8,4,0,0,0,3,0,0.0,15.4,2.2,82.4
8,2,1,0,4,4,9,0.109,7.8,5.4,86.8
12,3,0,0,3,3,8,0.1981,11.4,5.2,83.4
13,9,0,0,4,5,9,0.0998,8.4,0.2,91.4
13,2,0,0,5,5,8,0.4879,0.0,0.4,99.6
9,3,0,0,0,1,0,0.0,36.6,5.0,58.4
13,9,0,0,5,2,7,0.6378,67.4,2.0,30.6
6,2,0,0,3,2,9,0.0445,19.6,1.4,79.0
13,5,0,0,0,8,0,0.0,8.0,2.6,89.4
11,5,0,0,4,7,8,0.275,6.2,0.6,93.2
8,5,0,0,0,5,0,0.0,11.6,3.8,84.6
14,3,0,0,3,5,9,0.1056,14.8,2.0,83.2
14,7,0,0,3,2,8,0.5338,64.2,3.2,32.6
8,4,1,0,0,6,0,0.0,11.6,2.2,86.2
11,3,0,0,4,1,8,0.4544,73.8,2.6,23.6
10,7,1,0,0,3,0,0.0,23.8,4.4,71.8
14,10,0,0,5,4,5,0.7856,82.2,3.2,14.6
12,7,0,0,0,3,0,0.0,27.8,3.8,68.4
11,8,0,0,3,8,8,0.3747,11.8,2.4,85.8
13,3,0,0,0,1,0,0.0,48.4,3.6,48.0
13,5,0,0,0,7,0,0.0,8.2,3.4,88.4
5,3,1,0,4,3,7,0.5611,59.6,1.2,39.2
4,3,1,0,5,5,8,0.2375,2.0,0.8,97.2
9,3,0,0,0,4,0,0.0,13.8,2.6,83.6
7,2,0,0,5,5,7,0.58,0.0,0.0,100.0
8,4,0,0,3,1,8,0.2536,56.6,3.6,39.8
9,2,0,0,5,6,9,0.1439,0.0,0.0,100.0
7,2,0,0,4,8,9,0.062,3.8,11.2,85.0
11,3,0,0,0,4,0,0.0,15.2,3.6,81.2
13,7,0,0,0,8,0,0.0,7.2,2.4,90.4
14,5,0,0,4,4,8,0.3471,6.2,3.2,90.6
9,5,0,0,0,7,0,0.0,5.8,2.2,92.0
9,7,1,0,3,6,9,0.0062,15.4,1.2,83.4
11,5,0,0,4,7,9,0.1478,0.0,0.2,99.8
9,7,0,0,0,6,0,0.0,11.0,2.6,86.4
9,8,1,0,5,2,6,0.7284,86.4,6.2,7.4
5,4,1,0,4,3,4,0.7994,83.6,0.0,16.4
11,9,0,0,4,1,7,0.6187,83.6,0.6,15.8
13,12,1,0,5,8,8,0.3774,0.2,0.0,99.8
9,9,0,1,5,7,8,0.3847,10.4,0.0,89.6
13,7,0,0,5,8,7,0.6693,8.6,13.4,78.0
12,7,1,0,0,7,0,0.0,14.2,3.0,82.8
9,2,0,0,3,7,8,0.2187,1.0,0.8,98.2
7,2,0,0,4,6,8,0.3338,10.0,1.8,88.2
10,3,0,0,3,2,8,0.2285,34.6,5.4,60.0
12,11,0,0,4,3,8,0.376,9.6,2.8,87.6
13,7,0,0,0,5,0,0.0,16.8,3.8,79.4
13,7,0,0,5,5,8,0.5488,0.2,0.0,99.8
8,3,0,0,5,6,9,0.1709,0.0,0.0,100.0
8,4,0,0,5,4,7,0.6291,0.0,0.6,99.4
7,4,0,0,5,2,7,0.573,51.0,0.6,48.4
6,2,0,0,5,8,6,0.6762,60.0,14.0,26.0
12,8,0,0,3,6,7,0.6288,23.0,8.0,69.0
6,3,0,0,0,4,0,0.0,11.8,1.6,86.6
8,4,1,0,3,2,9,0.0102,27.2,3.8,69.0
